"SeqTxtPadrao","Aplicacao","Descricao","AssPadrao","Texto","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","HoraAGUARDARET","IDEXTERNO"
"92","MsCtr_Andamento_EML","Evento Feira Original","Evento Feira Original - [AndNomePessoa] - [AndSeqPessoa]","<html>
<head>
<title>E-mail_feira-original</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
</head>
<body bgcolor=""#FFFFFF"" leftmargin=""0"" topmargin=""0"" marginwidth=""0"" marginheight=""0"">
<!-- Save for Web Slices (E-mail_feira-original.jpg) -->
<table id=""Tabela_01"" width=""850"" height=""1201"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_feira-original_01.png"" width=""850"" height=""221"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""2"">
 <img src=""images/E-mail_feira-original_02.png"" width=""310"" height=""363"" alt=""""></td>
 <td colspan=""2"">
 <img src=""images/E-mail_feira-original_03.png"" width=""239"" height=""363"" alt=""""></td>
 <td>
 <img src=""images/E-mail_feira-original_04.png"" width=""301"" height=""363"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_feira-original_05.png"" width=""850"" height=""277"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_feira-original_06.png"" width=""850"" height=""180"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""3"">
 <img src=""images/E-mail_feira-original_07.png"" width=""499"" height=""75"" alt=""""></td>
 <td colspan=""2"" rowspan=""2"">
 <a href=""https://www.deere.com.br/pt/index.html"" target=""_blank"">
 <img src=""images/Site-John-Deere.png"" width=""351"" height=""114"" border=""0"" alt=""Site John Deere""></a></td>
 </tr>
 <tr>
 <td colspan=""3"">
 <a href=""http://www.coloradomaquinas.com.br/"" target=""_blank"">
 <img src=""images/Site-Colorado.jpg"" width=""499"" height=""39"" border=""0"" alt=""Site Colorado""></a></td>
 </tr>
 <tr>
 <td>
 <img src=""images/E-mail_feira-original_10.png"" width=""214"" height=""45"" alt=""""></td>
 <td colspan=""4"">
 <img src=""images/E-mail_feira-original_11.jpg"" width=""636"" height=""45"" alt=""""></td>
 </tr>
 <tr>
 <td>
 <img src=""images/spacer.gif"" width=""214"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""96"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""189"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""50"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""301"" height=""1"" alt=""""></td>
 </tr>
</table>
<!-- End Save for Web Slices -->
</body>
</html>","04/06/2018 15:39:00","VANESSA.ALVES","04/06/2018 15:40:00","VANESSA.ALVES","0,0",""
"93","MsCtr_Andamento_EML","Evento Tecnologia de Precisão","Evento Tecnologia de Precisão- [AndNomePessoa] - [AndSeqPessoa]","<html>
<head>
<title>E-mail_tecnologia_precisao</title>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
</head>
<body bgcolor=""#FFFFFF"" leftmargin=""0"" topmargin=""0"" marginwidth=""0"" marginheight=""0"">
<!-- Save for Web Slices (E-mail_tecnologia_precisao.jpg) -->
<table id=""Tabela_01"" width=""850"" height=""1201"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_tecnologia_precisao_01.jpg"" width=""850"" height=""213"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_tecnologia_precisao_02.jpg"" width=""850"" height=""309"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_tecnologia_precisao_03.jpg"" width=""850"" height=""350"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""5"">
 <img src=""images/E-mail_tecnologia_precisao_04.jpg"" width=""850"" height=""169"" alt=""""></td>
 </tr>
 <tr>
 <td rowspan=""4"">
 <img src=""images/E-mail_tecnologia_precisao_05.jpg"" width=""39"" height=""159"" alt=""""></td>
 <td colspan=""3"">
 <img src=""images/E-mail_tecnologia_precisao_06.jpg"" width=""462"" height=""33"" alt=""""></td>
 <td rowspan=""3"">
 <a href=""https://www.deere.com.br/pt/index.html"" target=""_blank"">
 <img src=""images/Site-John-Deere.jpg"" width=""349"" height=""110"" border=""0"" alt=""Site John Deere""></a></td>
 </tr>
 <tr>
 <td>
 <img src=""images/E-mail_tecnologia_precisao_08.jpg"" width=""157"" height=""44"" alt=""""></td>
 <td colspan=""2"">
 <img src=""images/E-mail_tecnologia_precisao_09.jpg"" width=""305"" height=""44"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""2"">
 <a href=""http://www.coloradomaquinas.com.br/"" target=""_blank"">
 <img src=""images/Site-Colorado.jpg"" width=""298"" height=""33"" border=""0"" alt=""Site Colorado""></a></td>
 <td>
 <img src=""images/E-mail_tecnologia_precisao_11.jpg"" width=""164"" height=""33"" alt=""""></td>
 </tr>
 <tr>
 <td colspan=""3"">
 <img src=""images/E-mail_tecnologia_precisao_12.jpg"" width=""462"" height=""49"" alt=""""></td>
 <td>
 <img src=""images/E-mail_tecnologia_precisao_13.jpg"" width=""349"" height=""49"" alt=""""></td>
 </tr>
 <tr>
 <td>
 <img src=""images/spacer.gif"" width=""39"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""157"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""141"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""164"" height=""1"" alt=""""></td>
 <td>
 <img src=""images/spacer.gif"" width=""349"" height=""1"" alt=""""></td>
 </tr>
</table>
<!-- End Save for Web Slices -->
</body>
</html>","04/06/2018 15:57:00","VANESSA.ALVES","04/06/2018 17:31:00","VANESSA.ALVES","0,0",""
"94","MsCtr_Andamento_EML","Visita à Campo","Visita Experiência do Cliente","Visitamos o cliente [AndNomePessoa]


Vide resumo da visita do cliente inserida no processo nº: [AndNroProcesso]

[AndDetalhe]


Atenciosamente,
Bruna Felício








","21/08/2018 10:30:00","BRUNA.FELICIO","29/08/2018 08:38:00","BRUNA.FELICIO","0,0",""
"95","Pesquisa_Web","Meu 1 JD email","Meu Primeiro John Deere","<html>

<a href=""http://www.coloradomaquinas.com.br/"">
<img src=""http://trabalheconosco.coloradomaquinas.com.br/static/assinatura/ciclo_de_vida.jpg"" alt=""ciclo_de_vida"">
</a>

</html>","13/03/2019 16:26:00","DIEGO.MARQUES","15/04/2021 08:09:00","DIEGO.MARQUES","0,0",""
"96","MsCtr_Andamento_EML","Valor Usado","Definido valor do equipamento usado cliente [AndNomePessoa] - [AndNroProcesso]","Processo [AndNroProcesso], usado definido pelo valor de:
[sql>] SELECT VALOR_FINAL_DE_AVALI 
FROM IV_Q$AVALIA_USADO_ENTRADA
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Modelo Do Equipamento
[sql>] 
SELECT MODELO_DO_EQUIPAMENT 
FROM IV_Q$AVALIA_USADO_ENTRADA
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Chassi
[sql>] 
SELECT CHASSI_DO_EQUIPAMENT 
FROM IV_Q$AVALIA_USADO_ENTRADA
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]


[AndDetalhe]
 
Atenciosamente, 
 
[AndNomeReduzidoAtendente] 
[AndEmailAtendente]","14/03/2019 12:25:00","DIEGO.MARQUES","16/05/2019 08:49:00","DIEGO.MARQUES","0,0",""
"97","MsCtr_Andamento_EML","Maquina com divergencia","Maquina usada do Processo [AndNroProcesso] com divergencia","Recebemos a maquina do cliente [AndNomePessoa] - [AndNroProcesso]

Porem essa maquina esta com divergencia do que foi informado.
Aguardo a autorização para correção das divergencias

[AndDetalhe]
Atenciosamente","15/03/2019 10:15:00","DIEGO.MARQUES","26/03/2019 13:25:00","DIEGO.MARQUES","0,0",""
"98","MsCtr_Andamento_EML","Entrada_NF_Usado","Realizado Entrada NF Usado Cliente [AndNomePessoa] - Processo [AndNroProcesso]","Prezados,

Foi realizado a entrada da nota fiscal do equipamento usado nesta data

[AndDetalhe]

Atenciosamente
","18/03/2019 10:27:00","DIEGO.MARQUES","06/08/2019 22:47:00","DIEGO.MARQUES","0,0",""
"99","MsCtr_Andamento_EML","Retirada do Usado Antes do Nov","Retirar Usado Cliente [AndNomePessoa] - Processo [AndNroProcesso]","Programar a retirada do equipamento usado do processo [AndNroProcesso]

[AndDescResultado]


OBS:IMPRIMIR CHECK LIST LOGISTICA PARA RETIRADA DO USADO

Atenciosamente
[DestNomeCompleto]","22/03/2019 13:54:00","DIEGO.MARQUES","22/03/2019 14:16:00","DIEGO.MARQUES","0,0",""
"100","MsCtr_Andamento_EML","Maquina Recebida Oficina","Recebimento maquina usada cliente [AndNomePessoa] Processo [AndNroProcesso]","Prezados,

Recebemos a maquinas usada do cliente [AndNomePessoa] do processo [AndNroProcesso]

Atenciosamente,","26/03/2019 13:35:00","DIEGO.MARQUES","26/03/2019 13:35:00","DIEGO.MARQUES","0,0",""
"101","MsCtr_Andamento_EML","Validado Venda Usado","Validado Venda do Equipamento Usado Cliente [AndNomePessoa] Processo [AndNroProcesso]","Prezados,

Foi validado a venda do equipamento Usado.

[AndDetalhe]

[AndNroProcesso]
[AndNomeReduzidoAtendente]","21/05/2019 10:28:00","DIEGO.MARQUES","21/05/2019 12:12:00","DIEGO.MARQUES","0,0",""
"102","MsCtr_Andamento_EML","CBR_EML_Maquina","Aviso de Cobrança","Olá, [DestNomeCompleto].

Ainda não identificamos o pagamento do seu título [AppDado].

Segue abaixo o codigo de barras para pagamento 800012229239900319901000999103.

Caso já tenha efetuado o pagamento, desconsiderar.

Att.
Colorado Máquinas.","24/05/2019 14:01:00","VTCCONS","24/05/2019 14:08:00","VTCCONS","0,0",""
"103","MsCtr_Andamento_EML","Alteração de Chassi","Alteração de Chassi Processo [AndNroProcesso] Cliente [AndNomePessoa]","Prezados,

Informo que foi realizado a alteração Chassi para:
[sql>] 
SELECT NRO_CHASSI1
FROM IV_Q$ACOMPANH_VENDA_JDE
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

[AndDetalhe]

","26/05/2019 21:32:00","DIEGO.MARQUES","27/05/2019 10:23:00","DIEGO.MARQUES","0,0",""
"104","MsCtr_Andamento_EML","Informar Chassi Equipamento","Informado Chassi do Processo [AndNroProcesso] Cliente [AndNomePessoa]","Prezados,

Foi disponibilizado o produto!
Segue abaixo as informações
[AndDetalhe]


Atenciosamente","27/05/2019 10:46:00","DIEGO.MARQUES","13/05/2022 09:14:00","DIEGO.MARQUES","0,0",""
"105","MsCtr_Andamento_EML","Informar Chassi Implemento","Informado Chassi do Processo [AndNroProcesso] Cliente [AndNomePessoa]","Prezados,

Informo que foi realizado a inclusão do Chassi!
[sql>] 
SELECT NUM_CHASSI_IMPL
FROM IV_Q$ACOMPANHAM_VENDA_IMP
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Atenciosamente","27/05/2019 13:41:00","DIEGO.MARQUES","27/05/2019 13:41:00","DIEGO.MARQUES","0,0",""
"106","MsCtr_Andamento_EML","2_Dias_Antes_Vencimento","Titulo Proximo do vencimento","Prezado(a) [AndNomePessoa],

Informamos que o seu(s) título(s) de nº[sql>] 
SELECT NRODOCTO
FROM IV$TITULO
WHERE seqpessoa = [AndSeqPessoa] and QTDEDIA = '-4' and QTDEDIA = '-4' and QUITADO = '0'
ORDER BY 1 
[sql<]
está próximo da data de vencimento/pagamento. 
Caso o respectivo débito já tenha sido liquidado, solicitamos a desconsideração da presente mensagem. 
Obrigado por escolher a Colorado Máquinas. 
Conte sempre conosco!

COLORADO COMÉRCIO DE MÁQUINAS AGRÍCOLAS LTDA.
E-mail:liberacao@coloradoagro.com.br
Telefone: 16-3968-8080 /Cel: 16-99129-4311","30/05/2019 15:15:00","DIEGO.MARQUES","18/06/2019 14:17:00","DIEGO.MARQUES","0,0",""
"107","MsCtr_Andamento_EML","Dia_Do_Vencimento_Fatura","Titulo Vencendo Hoje","Prezado(a) [AndSeqPessoa] 
Informamos que o seu(s) título(s) de nº[sql>] 
SELECT NRODOCTO
FROM IV$TITULO
WHERE seqpessoa = [AndSeqPessoa] and QTDEDIA = '0' and QTDEDIA = '0' and QUITADO = '0'
ORDER BY 1 
[sql<]
vence na data de hoje. 
Caso o respectivo débito já tenha sido liquidado, solicitamos a desconsideração da presente mensagem. 
Obrigado por escolher a Colorado Máquinas. 
Conte sempre conosco!

COLORADO COMÉRCIO DE MÁQUINAS AGRÍCOLAS LTDA. 
E-mail:liberacao@coloradoagro.com.br
Telefone: 16-3968-8080 /Cel: 16-99129-4311

","30/05/2019 16:32:00","DIEGO.MARQUES","05/06/2019 08:59:00","DIEGO.MARQUES","0,0",""
"108","MsCtr_Andamento_SMS","SMS_2_Dias_para_vencimento","","Prezado(a) [AndNomePessoa],
Informamos que o seu título está próximo da data de vencimento. 
Se o respectivo débito já tiver sido liquidado, solicitamos a desconsideração da presente mensagem.
Colorado Máquinas
Telefone: 16-3968-8080

","31/05/2019 10:01:00","DIEGO.MARQUES","04/06/2019 09:09:00","DIEGO.MARQUES","0,0",""
"109","MsCtr_Andamento_EML","2_Dias_apos_vencimento","Titulo Vencido","Prezado(a) [AndNomePessoa]
Servimo-nos da presente notificação para informar a Vossa Senhoria que encontra-se em aberto junto a  nossa empresa um débito de sua responsabilidade do(s) Titulo(s) Nº[sql>] 
SELECT NRODOCTO
FROM IV$TITULO
WHERE seqpessoa = [AndSeqPessoa] and QTDEDIA = '3' and QTDEDIA = '3' and QUITADO = '0'
ORDER BY 1 
[sql<]
Caso o débito já tenha sido liquidado, solicitamos a desconsideração da presente notificação e pedimos desculpas.

COLORADO COMÉRCIO DE MÁQUINAS AGRÍCOLAS LTDA.
E-mail:liberacao@coloradoagro.com.br
Telefone: 16-3968-8080 /Cel: 16-99129-4311","03/06/2019 13:46:00","DIEGO.MARQUES","05/06/2019 08:59:00","DIEGO.MARQUES","0,0",""
"110","MsCtr_Andamento_SMS","SMS_dia_do_vencimento","","Prezado(a) [AndNomePessoa]
Informamos que o seu título vence na data de hoje. 
Se o respectivo débito já tiver sido liquidado, solicitamos a desconsideração da presente mensagem.
Colorado Máquinas 
Telefone: 16-3968-8080","03/06/2019 13:48:00","DIEGO.MARQUES","04/06/2019 15:42:00","DIEGO.MARQUES","0,0",""
"111","MsCtr_Andamento_SMS","SMS_2_Dias_apos_vencimento","","Prezado(a) [AndNomePessoa],
Informarmos que encontra-se em aberto um débito de sua responsabilidade. 
Caso o débito tiver sido liquidado, solicitamos a desconsideração da mensagem.
Colorado Máquinas
Telefone 16 -39688080","03/06/2019 13:51:00","DIEGO.MARQUES","04/06/2019 15:42:00","DIEGO.MARQUES","0,0",""
"112","MsCtr_Andamento_EML","Inf_Venda_Perdida","Venda Perdida - Cliente [AndNomePessoa]","Prezados,

Houve o registro de uma venda perdida no cliente [AndNomePessoa] sequencial [AndSeqPessoa] e processo [AndNroProcesso]

Por gentileza avalie e verifique a autenticidade das informações.

[AndDetalhe]","11/07/2019 16:56:00","DIEGO.MARQUES","11/07/2019 16:56:00","DIEGO.MARQUES","0,0",""
"113","MsCtr_Andamento_EML","Credito Aprovado A.M.S Field","Credito Financeiro Aprovado A.M.S Field Cliente [AndNomePessoa]","Prezados,

Foi realizado a checagem e aprovado o credito do cliente [AndNomePessoa] 
Referente ao processo [AndNroProcesso] 


Atenciosamente","31/07/2019 22:22:00","DIEGO.MARQUES","31/07/2019 22:22:00","DIEGO.MARQUES","0,0",""
"114","MsCtr_Andamento_EML","Solicitação de Serviço JD","Solicitação de Serviço JD [AndNroProcesso]","Prezado,

Foi realizado uma solicitação de Serviço pelo colaborador [AndNomeReduzidoAtendente]

[AndDescResultado]

Atenciosamente","19/08/2019 09:58:00","DIEGO.MARQUES","20/08/2019 08:21:00","DIEGO.MARQUES","0,0",""
"115","MsCtr_Andamento_EML","Cliente c Interesse serviço JD","Cliente [AndNomePessoa] com interesse em Serviço","Prezado,

O Cliente [AndNomePessoa] mostrou interese em serviço processo [AndNroProcesso]

[AndDescResultado]

Atenciosamente","19/08/2019 12:59:00","DIEGO.MARQUES","19/08/2019 13:28:00","DIEGO.MARQUES","0,0",""
"116","MsCtr_Andamento_EML","Venda_Cancelada","Venda Cancelada Cliente [AndNomePessoa] Processo[AndNroProcesso]","Prezados,

Foi cancelado a venda do cliente [AndNomePessoa] Processo [AndNroProcesso]

O Processo voltara para a agenda do CEN 

Atenciosamente","19/09/2019 18:02:00","DIEGO.MARQUES","19/09/2019 18:02:00","DIEGO.MARQUES","0,0",""
"117","MsCtr_Andamento_EML","Venda Licença","Realizado Venda Serviço AMS Licença processo [AndNroProcesso]","Prezado,

Foi realizado venda de Licença para o cliente [AndNomePessoa] processo [AndNroProcesso]
no valor de
[sql>] SELECT VALOR_DA_VENDA
FROM IV_Q$VENDA_SERVICOS_AMS
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]


Atenciosamente","11/10/2019 12:13:00","DIEGO.MARQUES","14/10/2019 14:32:00","DIEGO.MARQUES","0,0",""
"118","MsCtr_Andamento_EML","Disponibilidade AMS","Disponivel o AMS do Processo [AndNroProcesso] Cliente [AndNomePessoa]","Preazados,

O Equipamento AMS esta disponivel.
Processo [AndNroProcesso] 

Atenciosamente","29/10/2019 16:41:00","DIEGO.MARQUES","29/10/2019 16:41:00","DIEGO.MARQUES","0,0",""
"119","MsCtr_Andamento_EML","Valor IMP Usado","Definido valor do Implemento usado cliente [AndNomePessoa] - [AndNroProcesso]","Processo [AndNroProcesso], usado definido pelo valor de:
[sql>] SELECT VALOR_FINAL_AVA
FROM IV_Q$AVALIA_IMPLEM_USADO
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Modelo Do Implemento
[sql>] 
SELECT MODELO_IMP_USADO
FROM IV_Q$AVALIA_IMPLEM_USADO
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Chassi
[sql>] 
SELECT CHASSI_IMP_USADO
FROM IV_Q$AVALIA_IMPLEM_USADO
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]","01/12/2019 19:45:00","DIEGO.MARQUES","01/12/2019 22:05:00","DIEGO.MARQUES","0,0",""
"120","MsCtr_Andamento_EML","Alterado Pessoa do Processo","Realizado a alteração da Pessoa Processo [AndNroProcesso]","Prezados,

Foi realizado a alteração de pessoa no processo [AndNroProcesso]

Atenciosamente","17/12/2019 16:22:00","DIEGO.MARQUES","17/12/2019 16:22:00","DIEGO.MARQUES","0,0",""
"121","MsCtr_Andamento_EML","Oportunidade_Parada","O Processo [AndNroProcesso] esta em aberto","Boa Tarde,

O processo [AndNroProcesso] esta em aberto.
Cliente [AndNomePessoa] responsavel pelo processo [AndVendedor]

Atenciosamente","17/02/2020 14:21:00","DIEGO.MARQUES","17/02/2020 14:21:00","DIEGO.MARQUES","0,0",""
"122","MsCtr_Andamento_EML","Realizado_Demonstração","Realizado demonstração equipamento JD Numero do Processo [AndNroProcesso]","Prezados,

O cliente [AndNomePessoa] recebeu a demonstração do equipamento conforme registro no processo [AndNroProcesso]

[AndDetalhe]



Atenciosamente","20/02/2020 10:58:00","DIEGO.MARQUES","25/02/2020 21:10:00","DIEGO.MARQUES","0,0",""
"123","MsCtr_Andamento_EML","Autorizado Fat venda direta","Faturamento Venda Direta Autorizado [AndNomePessoa][AndNroProcesso]","Prezados,

O Processo [AndNroProcesso] já esta com autorização de faturamento.
A proxima etapa encontra-se na contabilidade para faturamento

Atenciosamente","25/02/2020 21:05:00","DIEGO.MARQUES","25/02/2020 21:05:00","DIEGO.MARQUES","0,0",""
"124","MsCtr_Andamento_EML","Cliente Interesse Prospecçao","Cliente [AndNomePessoa] [AndSeqPessoa]com interesse [AndComplementoResultado]","Prezado Colaborador [AndVendedor]

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento. 

O cliente apresentou interesse em [AndComplementoResultado]

Por gentileza retorne o contato e sequencie o processo o mais breve possível.

Detalhe do Processo: 
[AndDetalhe]

Responsável: [AndNomeReduzidoAtendente]

Atenciosamente 

Equipe Inteligência de Mercado","27/02/2020 21:50:00","DIEGO.MARQUES","19/05/2021 10:19:00","DIEGO.MARQUES","0,0",""
"125","Pesquisa_Web","Verificar Parecer","Verificado o paracer do Cliente [AndNomePessoa] processo [AndNroProcesso]","Prezados,

Foi verificado o processo [AndNroProcesso] do cliente [AndNomePessoa]

[AndDetalhe]

Atenciosamente","30/04/2020 15:16:00","DIEGO.MARQUES","30/04/2020 16:16:00","DIEGO.MARQUES","0,0",""
"126","MsCtr_Andamento_EML","APROVAÇAO_DEMO","Aprovado Demonstração Cliente [AndNomePessoa] Processo [AndNroProcesso]","Prezados,

Foi aprovado a demonstração do equipamento para o cliente [AndNomePessoa]

Atenciosamente","05/05/2020 16:48:00","DIEGO.MARQUES","05/05/2020 16:48:00","DIEGO.MARQUES","0,0",""
"127","MsCtr_Andamento_EML","RETORNO_ATENDIMENTO RECLAMAÇÃO","Atendimento reclamação processo [AndNroProcesso] em atendimento","Prezado,

Recebemos seu comunicado de ""Atendimento Reclamação"" e a Experiência do Cliente entrará em contato com o cliente,
para obter o máximo de informações e posteriormente encaminhará para o responsável tratar a resolução

Obrigado!","11/05/2020 20:47:00","DIEGO.MARQUES","14/05/2020 12:48:00","DIEGO.MARQUES","0,0",""
"128","MsCtr_Andamento_EML","NF Demonstração","Emitida NF Demonstração [AndNomePessoa] Processo [AndNroProcesso]","Prezados,

Foi emitida a NF Demonstração do Cliente [AndNomePessoa] Processo [AndNroProcesso].
Lembrando que são 60 dias para o Retorno da nota


Atenciosamente","17/05/2020 18:01:00","DIEGO.MARQUES","17/05/2020 18:01:00","DIEGO.MARQUES","0,0",""
"129","Pesquisa_Web","Pesquisa Serviço Web","Sua opinião é muito importante para nós!","<html>
<div class=""separator"" style=""clear: both; text-align: center;"">
<a href=""https://1.bp.blogspot.com/-gm6Ni64mnhA/XrQ5GEmhdnI/AAAAAAAAF10/1_3dn6YSOBsz4sUxMgNjB-mBDhIXI8xMQCEwYBhgL/s1600/Colorado%2BM%25C3%25A1quinas.gif"" imageanchor=""1"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""541"" data-original-width=""634"" height=""273"" src=""https://1.bp.blogspot.com/-gm6Ni64mnhA/XrQ5GEmhdnI/AAAAAAAAF10/1_3dn6YSOBsz4sUxMgNjB-mBDhIXI8xMQCEwYBhgL/s320/Colorado%2BM%25C3%25A1quinas.gif"" width=""320"" /></a></div>
<div class=""separator"" style=""clear: both; text-align: center;"">
<link href=""C:/Icones/fontawesome-free-5.13.0-web/css/all.css"" rel=""stylesheet"">
<span style=""font-family: georgia, &quot;times new roman&quot;, serif;"">Olá prezado cliente!</span></div>
<div style=""text-align: center; font-family: georgia, times new roman, serif;"">
<br>
<span>Sua opinião é muito importante para nós!</span>
<br>
<span>Será fácil, rápido e seguro!</span>
<br><br>
<span>Pedimos por gentileza que preencha o questionário através do link abaixo:</span>
<br><br><br>
<div class=""separator"" style=""clear: both; text-align: center;"">
<a href=""http://189.112.5.172/crmweb/Forms/frmFormularioPesquisa.aspx?p=PES=[AndSeqPessoa]&PROC=[AndNroProcesso]&FORM=[PesqSeqForm]&EMP=[AndNroEmpresa]&RES=[AndResultadoEmail]""> <img border=""0"" data-original-height=""102"" data-original-width=""476"" height=""81"" src=""https://1.bp.blogspot.com/-pJ-xjGchR6c/XrRY9ZLFQjI/AAAAAAAAF2c/O_5uP2zRaiAE1RKLn3-7E5DHLpCD8IwaQCLcBGAsYHQ/s400/IMP.GIF"" width=""400"" /></a></div>
<br><br><br>
<span>Ficou com alguma dúvida?</span>
<br>
<span>Entre em contato conosco!</span>
</div>
<div style=""text-align: center;"">
<br>
<i class=""fas fa-phone-alt""></i> 16 3968 8080<br>
<i class=""fab fa-whatsapp""></i><a href=""http://web.whatsapp.com/""> 16 996087703<br> </a>
<i class=""fas fa-envelope-open-text""</i> <a href=""mailto:experienciadocliente@coloradoagro.com.br"">experienciadocliente@coloradoagro.com.br</a><br>
<i class=""fab fa-facebook""></i> <a href=""https://www.facebook.com/coloradomaquinas/""> Facebook </a> <br> 
<i class=""fab fa-instagram""></i> <a href=""https://www.instagram.com/coloradomaquinas/""> Instagram </a></i><br>
<br>
<div style=""text-align: center; font-family: georgia, times new roman, serif;"">
<span>Agradecemos sua disponibilidade!</span>
<br>
<html/>","26/05/2020 08:43:00","DIEGO.MARQUES","26/05/2020 08:43:00","DIEGO.MARQUES","0,0",""
"130","Pesquisa_Web","Pesquisa Peças Web","Sua opinião é muito importante para nós!","<html>
<div class=""separator"" style=""clear: both; text-align: center;"">
<a href=""https://1.bp.blogspot.com/-gm6Ni64mnhA/XrQ5GEmhdnI/AAAAAAAAF10/1_3dn6YSOBsz4sUxMgNjB-mBDhIXI8xMQCEwYBhgL/s1600/Colorado%2BM%25C3%25A1quinas.gif"" imageanchor=""1"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""541"" data-original-width=""634"" height=""273"" src=""https://1.bp.blogspot.com/-gm6Ni64mnhA/XrQ5GEmhdnI/AAAAAAAAF10/1_3dn6YSOBsz4sUxMgNjB-mBDhIXI8xMQCEwYBhgL/s320/Colorado%2BM%25C3%25A1quinas.gif"" width=""320"" /></a></div>
<div class=""separator"" style=""clear: both; text-align: center;"">
<link href=""C:/Icones/fontawesome-free-5.13.0-web/css/all.css"" rel=""stylesheet"">
<span style=""font-family: georgia, &quot;times new roman&quot;, serif;"">Olá prezado cliente!</span></div>
<div style=""text-align: center; font-family: georgia, times new roman, serif;"">
<br>
<span>Sua opinião é muito importante para nós!</span>
<br>
<span>Será fácil, rápido e seguro!</span>
<br><br>
<span>Pedimos por gentileza que preencha o questionário através do link abaixo:</span>
<br><br><br>
<div class=""separator"" style=""clear: both; text-align: center;"">
<a href=""http://189.112.5.172/crmweb/Forms/frmFormularioPesquisa.aspx?p=PES=[AndSeqPessoa]&PROC=[AndNroProcesso]&FORM=[PesqSeqForm]&EMP=[AndNroEmpresa]&RES=[AndResultadoEmail]""> <img border=""0"" data-original-height=""102"" data-original-width=""476"" height=""81"" src=""https://1.bp.blogspot.com/-pJ-xjGchR6c/XrRY9ZLFQjI/AAAAAAAAF2c/O_5uP2zRaiAE1RKLn3-7E5DHLpCD8IwaQCLcBGAsYHQ/s400/IMP.GIF"" width=""400"" /></a></div>
<br><br><br>
<span>Ficou com alguma dúvida?</span>
<br>
<span>Entre em contato conosco!</span>
</div>
<div style=""text-align: center;"">
<br>
<i class=""fas fa-phone-alt""></i> 16 3968 8080<br>
<i class=""fab fa-whatsapp""></i><a href=""http://web.whatsapp.com/""> 16 996087703<br> </a>
<i class=""fas fa-envelope-open-text""</i> <a href=""mailto:experienciadocliente@coloradoagro.com.br"">experienciadocliente@coloradoagro.com.br</a><br>
<i class=""fab fa-facebook""></i> <a href=""https://www.facebook.com/coloradomaquinas/""> Facebook </a> <br> 
<i class=""fab fa-instagram""></i> <a href=""https://www.instagram.com/coloradomaquinas/""> Instagram </a></i><br>
<br>
<div style=""text-align: center; font-family: georgia, times new roman, serif;"">
<span>Agradecemos sua disponibilidade!</span>
<br>
<html/>","17/06/2020 22:33:00","DIEGO.MARQUES","17/06/2020 22:34:00","DIEGO.MARQUES","0,0",""
