"SeqResMsgPapel","Resultado","AtitudeUsr","NroEmpresa","ResultadoCmpl","Grupo","Ordem","TipoDest","Papel","Canal","SeqTxtPadrao","Template","Remetente","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","PesFormulario","PesResultado","QTDEDIAS","QTDEHU","SEQCONTAENVIO","TIPOPREFENVIO","INDENVIAQLQERHORA","EMUSO","PRIORIDADE","DESCRICAOMENSAGEM","OBJETIVOMSG"
"1825","1424"," ","","","","","USR","796","EML","11","","","07/03/2023 22:03:09","VANESSA.ALVES","20/04/2023 10:52:14","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1828","940136"," ","","","","","USR","796","EML","11","","","07/03/2023 22:04:54","VANESSA.ALVES","20/04/2023 10:55:13","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1830","1817"," ","","","","","USR","796","EML","11","","","07/03/2023 22:07:25","VANESSA.ALVES","20/04/2023 10:58:58","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1832","1817"," ","","","","","USR","516","EML","11","","","07/03/2023 22:07:23","VANESSA.ALVES","20/04/2023 10:58:58","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1866","1714"," ","","","","","USR","796","EML","11","","","07/03/2023 22:23:18","VANESSA.ALVES","20/04/2023 10:50:38","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1868","1714"," ","","","","","USR","516","EML","11","","","07/03/2023 22:23:17","VANESSA.ALVES","20/04/2023 10:50:38","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1885","2224"," ","","","","","USR","782","EML","174","","","08/03/2023 14:57:18","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"1888","2224"," ","","","","","USR","656","EML","174","","","09/03/2023 10:12:06","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"1889","2224"," ","","","","","USR","802","EML","174","","","09/03/2023 10:11:17","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"1892","2224"," ","","","","","USR","819","EML","174","","","09/03/2023 10:06:53","LIVIA.SILVA","18/11/2024 14:47:43","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"1893","2224"," ","","","","","USR","576","EML","174","","","09/03/2023 10:06:13","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"1169","1641"," ","","","","","USR","692","EML","136","","","20/08/2020 22:48:09","DIEGO.MARQUES","28/03/2023 09:14:18","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1170","1641"," ","2","","","","USR","421","EML","136","","","20/08/2020 22:36:55","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1173","1641"," ","11","","","","USR","326","EML","136","","","20/08/2020 22:43:11","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1175","1641"," ","12","","","","USR","421","EML","136","","","20/08/2020 22:45:12","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1176","1641"," ","5","","","","USR","326","EML","136","","","20/08/2020 22:45:48","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1177","1641"," ","10","","","","USR","421","EML","136","","","20/08/2020 22:46:43","DIEGO.MARQUES","02/03/2021 11:02:20","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"1178","1641"," ","7","","","","USR","326","EML","136","","","20/08/2020 22:47:12","DIEGO.MARQUES","08/05/2024 09:10:10","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1179","1641"," ","1","","","","USR","606","EML","136","","","20/08/2020 22:47:42","DIEGO.MARQUES","10/05/2024 08:24:34","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1225","1435"," ","9","Com Contrato","","","USR","594","EML","133","","","22/10/2020 13:24:17","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1227","1435"," ","2","Com Contrato","","","USR","756","EML","133","","","22/10/2020 13:23:14","DIEGO.MARQUES","09/03/2022 08:11:15","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"1230","1435"," ","","Com Contrato","","","USR","577","EML","133","","","27/10/2020 07:35:55","DIEGO.MARQUES","28/10/2020 11:05:26","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"1231","450"," ","","","1","1","USR","516","EML","77","","","28/10/2020 08:49:20","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1243","1806"," ","","","","","USR","516","EML","170","","","28/10/2020 09:02:35","DIEGO.MARQUES","20/04/2023 10:30:07","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1251","673"," ","","Com Problemas","","","USR","516","EML","4","","","28/10/2020 09:22:43","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1252","673"," ","1","Com Problemas","","","USR","127","EML","4","","","28/10/2020 09:22:09","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1253","673"," ","7","Com Problemas","","","USR","782","EML","4","","","28/10/2020 09:21:33","DIEGO.MARQUES","12/03/2024 08:09:59","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1256","673"," ","3","Com Problemas","","","USR","591","EML","4","","","28/10/2020 09:20:10","DIEGO.MARQUES","06/09/2023 12:02:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1257","673"," ","2","Com Problemas","","","USR","747","EML","4","","","28/10/2020 09:19:41","DIEGO.MARQUES","06/09/2023 12:03:56","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1259","675"," ","1","Com Problemas","","","USR","127","EML","4","","","28/10/2020 09:29:58","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1260","675"," ","7","Com Problemas","","","USR","782","EML","4","","","28/10/2020 09:29:29","DIEGO.MARQUES","12/03/2024 08:10:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1263","675"," ","3","Com Problemas","","","USR","591","EML","4","","","28/10/2020 09:28:16","DIEGO.MARQUES","06/09/2023 12:12:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1264","675"," ","2","Com Problemas","","","USR","747","EML","4","","","28/10/2020 09:27:50","DIEGO.MARQUES","06/09/2023 12:12:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1180","1641"," ","","","","","USR","516","EML","136","","","20/08/2020 23:18:47","DIEGO.MARQUES","12/11/2020 15:16:28","DIEGO.MARQUES","","","","0,00","","","","1","5","",""
"1194","1586"," ","","","","","USR","-5","EML","124","","","28/08/2020 08:35:55","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1196","1776"," ","3","","","","USR","593","EML","138","","","14/09/2020 14:07:17","DIEGO.MARQUES","21/08/2023 13:28:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1197","1776"," ","2","","","","USR","421","EML","138","","","14/09/2020 14:06:11","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1198","1776"," ","","","","","USR","255","EML","138","","","14/09/2020 14:05:32","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1199","1776"," ","1","","","","USR","1157","EML","138","","","16/09/2020 09:19:00","DIEGO.MARQUES","13/06/2024 15:46:00","NETO.PRADO","","","0","0,00","","","0","1","5","Envio EML para coord srvs rib preto",""
"1200","1776"," ","7","","","","USR","593","EML","138","","","16/09/2020 09:18:40","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1201","1776"," ","11","","","","USR","827","EML","138","","","16/09/2020 09:18:07","DIEGO.MARQUES","10/05/2023 10:14:52","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1203","610"," ","","","1","1","USR","656","EML","55","","","30/09/2020 16:44:36","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1206","484"," ","","Com Contrato","","","USR","656","EML","133","","","30/09/2020 17:01:11","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1269","675"," ","","Com Problemas","","","USR","516","EML","4","","","28/10/2020 09:25:26","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1271","675"," ","","Com Problemas","","","USR","686","EML","4","","","28/10/2020 09:23:29","DIEGO.MARQUES","08/09/2022 13:35:34","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1278","1278"," ","","TI","","","USR","255","EML","91","","","20/11/2020 10:42:00","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1282","1776"," ","10","","","","USR","421","EML","138","","","14/02/2021 14:10:05","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"2747","3499"," ","12","","","","USR","1127","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:33","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2748","3499"," ","5","","","","USR","1159","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:37","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2749","3499"," ","15","","","","USR","1257","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:40","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2750","3499"," ","10","","","","USR","1160","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:44","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2751","3499"," ","18","","","","USR","1260","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:50","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2752","3499"," ","7","","","","USR","1122","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:54","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2753","3499"," ","1","","","","USR","1121","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:57","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2754","3499"," ","13","","","","USR","1255","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:26:01","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2755","3499"," ","17","","","","USR","1259","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:26:05","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2756","3499"," ","16","","","","USR","1258","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:26:09","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2757","3249","","0","","","","USR","952","EML","207","","","15/05/2025 11:35:00","NETO.PRADO","27/05/2025 11:05:00","NETO.PRADO","","","0","0,00","","","0","1","0","Compra Não Aprovada","MsCtr_Andamento_EML"
"2758","2677","","","","","","USR","862","EML","207","","","19/05/2025 08:13:02","NETO.PRADO","19/05/2025 08:13:02","NETO.PRADO","","","0","0,00","","","0","1","0","Centro de mensagens","MsCtr_Andamento_EML"
"2759","2548","","","","1","1","USR","852","EML","207","","","26/05/2025 11:45:00","RICARDO.MORETTI","26/05/2025 11:45:00","RICARDO.MORETTI","","","0","0,00","","","0","1","0",".","MsCtr_Andamento_EML"
"2761","2548","","","","1","1","USR","652","EML","207","","","30/05/2025 14:59:09","MATHEUS.AUGUSTO","30/05/2025 14:59:09","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Fran","MsCtr_Andamento_EML"
"2763","2570","","14","","01","","USR","923","EML","207","","","12/06/2025 08:32:59","MATHEUS.AUGUSTO","12/06/2025 08:32:59","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas CATANDUVA","MsCtr_Andamento_EML"
"2764","2570","","15","","","","USR","927","EML","207","","","12/06/2025 08:33:00","MATHEUS.AUGUSTO","12/06/2025 08:33:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas JALES","MsCtr_Andamento_EML"
"2765","2570","","16","","","","USR","931","EML","207","","","12/06/2025 08:34:57","MATHEUS.AUGUSTO","12/06/2025 08:34:57","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas VOTUPORANGA","MsCtr_Andamento_EML"
"2766","2570","","17","","","","USR","934","EML","207","","","12/06/2025 08:35:29","MATHEUS.AUGUSTO","12/06/2025 08:35:29","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas TUPA","MsCtr_Andamento_EML"
"2767","2570","","18","","","","USR","934","EML","207","","","12/06/2025 08:35:54","MATHEUS.AUGUSTO","12/06/2025 08:35:54","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas MARILIA","MsCtr_Andamento_EML"
"2768","2570","","2","","","","USR","887","EML","207","","","12/06/2025 08:36:20","MATHEUS.AUGUSTO","12/06/2025 08:36:20","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas ARARAQUARA","MsCtr_Andamento_EML"
"2769","2570","","9","","","","USR","894","EML","207","","","12/06/2025 08:37:05","MATHEUS.AUGUSTO","12/06/2025 08:37:05","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas BEBEDOURO","MsCtr_Andamento_EML"
"2770","2570","","3","","","","USR","591","EML","207","","","12/06/2025 08:37:33","MATHEUS.AUGUSTO","12/06/2025 08:37:33","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas BARRETOS","MsCtr_Andamento_EML"
"2771","2570","","11","","","","USR","897","EML","207","","","12/06/2025 08:37:58","MATHEUS.AUGUSTO","12/06/2025 08:37:58","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas FRANCA","MsCtr_Andamento_EML"
"2772","2570","","12","","","","USR","887","EML","207","","","12/06/2025 08:38:19","MATHEUS.AUGUSTO","12/06/2025 08:38:19","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas ITAPOLIS","MsCtr_Andamento_EML"
"2773","2570","","1","","","","USR","127","EML","207","","","12/06/2025 08:39:04","MATHEUS.AUGUSTO","12/06/2025 08:39:04","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas RIBEIRAO","MsCtr_Andamento_EML"
"2774","2529","","2","","","","USR","887","EML","207","","","12/06/2025 08:40:01","MATHEUS.AUGUSTO","12/06/2025 08:40:01","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Araraquara","MsCtr_Andamento_EML"
"2775","2529","","9","","","","USR","894","EML","207","","","12/06/2025 08:45:55","MATHEUS.AUGUSTO","12/06/2025 08:45:55","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Bebedouro","MsCtr_Andamento_EML"
"2776","2529","","3","","","","USR","591","EML","207","","","12/06/2025 08:47:01","MATHEUS.AUGUSTO","12/06/2025 08:47:01","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Barretos","MsCtr_Andamento_EML"
"2777","2529","","12","","","","USR","887","EML","207","","","12/06/2025 08:47:27","MATHEUS.AUGUSTO","12/06/2025 08:47:27","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Itapolis","MsCtr_Andamento_EML"
"2778","2529","","1","","","","USR","127","EML","207","","","12/06/2025 08:47:53","MATHEUS.AUGUSTO","12/06/2025 08:47:53","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Ribeirão","MsCtr_Andamento_EML"
"2780","2529","","14","","","","USR","923","EML","207","","","12/06/2025 08:48:37","MATHEUS.AUGUSTO","12/06/2025 08:48:37","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Catanduva","MsCtr_Andamento_EML"
"2781","2529","","15","","","","USR","927","EML","207","","","12/06/2025 08:48:59","MATHEUS.AUGUSTO","12/06/2025 08:48:59","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Jales","MsCtr_Andamento_EML"
"2782","2529","","16","","","","USR","931","EML","207","","","12/06/2025 08:49:25","MATHEUS.AUGUSTO","12/06/2025 08:49:25","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Votuporanga","MsCtr_Andamento_EML"
"2783","2529","","17","","","","USR","934","EML","207","","","12/06/2025 08:50:23","MATHEUS.AUGUSTO","12/06/2025 08:50:23","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Tupa","MsCtr_Andamento_EML"
"2784","2529","","18","","","","USR","934","EML","207","","","12/06/2025 08:50:54","MATHEUS.AUGUSTO","12/06/2025 08:50:54","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Marilia","MsCtr_Andamento_EML"
"2785","2582","","15","","","","USR","963","EML","207","","","12/06/2025 08:51:37","MATHEUS.AUGUSTO","12/06/2025 08:51:37","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","Gerente de Vendas Jales","MsCtr_Andamento_EML"
"2719","3433"," ","18","","1","1","USR","966","EML","","","","14/04/2025 11:21:22","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2720","3433"," ","7","","1","1","USR","956","EML","","","","14/04/2025 11:21:22","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2721","3433"," ","1","","1","1","USR","951","EML","","","","14/04/2025 11:21:23","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2722","3433"," ","13","","1","1","USR","961","EML","","","","14/04/2025 11:21:23","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2723","3433"," ","17","","1","1","USR","965","EML","","","","14/04/2025 11:21:24","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2724","3433"," ","16","","1","1","USR","964","EML","","","","14/04/2025 11:21:24","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2725","3498"," ","2","","1","1","USR","1126","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:21:50","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2726","3498"," ","3","","1","1","USR","1124","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:22:18","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2727","3498"," ","9","","1","1","USR","1123","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:22:25","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2728","3498"," ","14","","1","1","USR","1256","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:22:35","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2729","3498"," ","11","","1","1","USR","1125","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:22:39","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2730","3498"," ","4","","1","1","USR","1158","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:22:44","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2731","3498"," ","12","","1","1","USR","1127","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:07","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2732","3498"," ","5","","1","1","USR","1159","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:13","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2733","3498"," ","15","","1","1","USR","1257","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:18","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2734","3498"," ","10","","1","1","USR","1160","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:22","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2735","3498"," ","18","","1","1","USR","1260","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:26","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2736","3498"," ","7","","1","1","USR","1122","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:30","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2737","3498"," ","1","","1","1","USR","1121","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:34","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2738","3498"," ","13","","1","1","USR","1255","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:38","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2739","3498"," ","17","","1","1","USR","1259","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:42","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2740","3498"," ","16","","1","1","USR","1258","EML","207","","","14/04/2025 15:20:00","NETO.PRADO","02/06/2025 09:23:45","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Atualizado",""
"2741","3499"," ","2","","","","USR","1126","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:24:51","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2742","3499"," ","3","","","","USR","1124","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:15","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2743","3499"," ","9","","","","USR","1123","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:18","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2744","3499"," ","14","","","","USR","1256","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:22","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2745","3499"," ","11","","","","USR","1125","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:26","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"2746","3499"," ","4","","","","USR","1158","EML","207","","","14/04/2025 15:42:00","NETO.PRADO","02/06/2025 09:25:30","NETO.PRADO","","","0","0,00","","","0","1","5","Cadastro Realizado.",""
"1388","731"," ","","","1","1","USR","748","EML","69","","","07/01/2022 16:09:08","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1389","1494"," ","","","","","USR","748","EML","69","","","07/01/2022 16:09:58","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1390","1388"," ","","","","","USR","748","EML","86","","#ATD","07/01/2022 16:10:46","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1402","2096"," ","","","","","USR","753","EML","153","","","03/02/2022 10:31:18","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1430","1027"," ","","","","","USR","577","EML","156","","","10/02/2022 15:40:57","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1431","245"," ","","","","","USR","577","EML","104","","","10/02/2022 15:42:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1432","715"," ","1","","1","1","USR","127","EML","74","","","28/02/2022 11:21:17","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1434","715"," ","2","","1","1","USR","747","EML","74","","","28/02/2022 11:19:59","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1435","1992"," ","","","","","USR","516","EML","148","","","01/03/2022 13:04:06","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1437","731"," ","2","","1","1","USR","756","EML","69","","","15/03/2022 08:18:19","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1438","2143"," ","","","","","USR","255","EML","74","","","15/04/2022 22:01:39","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1439","2143"," ","1","","","","USR","127","EML","74","","","15/04/2022 22:01:39","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1364","1775"," ","","","","","USR","516","EML","148","","","27/06/2021 19:35:43","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1374","1641"," ","","","","","USR","-5","EML","136","","","03/12/2021 09:11:43","DIEGO.MARQUES","","","","","","0,00","","","","1","5","",""
"1474","2145"," ","","","","","USR","-5","EML","68","","","15/04/2022 22:53:40","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1475","2120"," ","","","","","USR","577","EML","104","","","17/04/2022 09:55:56","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1480","2114"," ","7","","","","USR","594","EML","133","","","24/04/2022 21:22:16","DIEGO.MARQUES","17/07/2023 11:38:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1481","2114"," ","9","","","","USR","617","EML","133","","","24/04/2022 21:22:16","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1482","2114"," ","3","","","","USR","652","EML","133","","","24/04/2022 21:22:16","DIEGO.MARQUES","19/12/2022 16:33:13","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"1488","2127"," ","","","","","USR","516","EML","16","","","26/04/2022 12:56:09","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1489","2127"," ","","","","","USR","748","EML","16","","","26/04/2022 12:56:09","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1491","2127"," ","3","","","","USR","765","EML","16","","","26/04/2022 12:56:09","DIEGO.MARQUES","02/06/2022 08:18:23","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"1492","2127"," ","9","","","","USR","617","EML","16","","","26/04/2022 12:56:09","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1494","2157"," ","","","","","USR","577","EML","27","","","28/04/2022 07:58:03","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1495","2157"," ","","","","","USR","748","EML","27","","","28/04/2022 07:58:03","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1496","2157"," ","","","","","USR","255","EML","27","","","28/04/2022 07:58:03","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1497","2157"," ","","","","","USR","516","EML","27","","","28/04/2022 07:58:02","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1498","2158"," ","","","","","USR","577","EML","27","","","28/04/2022 08:23:17","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1499","2158"," ","","","","","USR","255","EML","27","","","28/04/2022 08:23:17","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1500","2158"," ","","","","","USR","748","EML","27","","","28/04/2022 08:23:16","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1501","2158"," ","","","","","USR","516","EML","27","","","28/04/2022 08:23:16","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1502","2157"," ","1","","","","USR","594","EML","27","","","28/04/2022 08:37:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1985","2458"," ","10","Peças","","","USR","606","EML","182","","","14/06/2023 12:32:00","LIVIA.SILVA","10/05/2024 08:04:56","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1986","2458"," ","10","Serviços","","","USR","421","EML","182","","","14/06/2023 12:32:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"1987","2458"," ","11","Peças","","","USR","326","EML","182","","","14/06/2023 12:32:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"1988","2458"," ","11","Serviços","","","USR","593","EML","182","","","14/06/2023 12:32:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
